t_sec,risk_R,prob_P,impact_I,severity_S,sprot_m,cognitive_C,mode,lambda,min_distance_m,nearest_body_part,human_tracking,kit_name,task_item,condition_label
133.743,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2022,L_Hand,True,Kit A,Nut,
133.951,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2021,L_Hand,True,Kit A,Nut,
134.159,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2021,L_Hand,True,Kit A,Nut,
134.368,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2033,L_Hand,True,Kit A,Nut,
134.576,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1987,L_Hand,True,Kit A,Nut,
134.784,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1825,L_Hand,True,Kit A,Nut,
134.993,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1716,L_Hand,True,Kit A,Nut,
135.201,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1630,L_Hand,True,Kit A,Nut,
135.409,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1553,L_Hand,True,Kit A,Nut,
135.618,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1539,L_Hand,True,Kit A,Nut,
135.826,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1539,L_Hand,True,Kit A,Nut,
136.034,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1277,R_Hand,True,Kit A,Nut,
136.242,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1243,R_Hand,True,Kit A,Nut,
136.451,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1243,L_Hand,True,Kit A,Nut,
136.659,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1293,R_Hand,True,Kit A,Nut,
136.868,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1293,L_Hand,True,Kit A,Nut,
137.075,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1328,L_Hand,True,Kit A,Nut,
137.284,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1328,L_Hand,True,Kit A,Nut,
137.492,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1296,L_Hand,True,Kit A,Nut,
137.700,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1269,L_Hand,True,Kit A,Nut,
137.909,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1269,L_Hand,True,Kit A,Nut,
138.118,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1228,R_Hand,True,Kit A,Nut,
138.325,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1228,R_Hand,True,Kit A,Nut,
138.534,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1228,R_Hand,True,Kit A,Nut,
138.742,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1356,R_Hand,True,Kit A,Nut,
138.950,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1415,R_Hand,True,Kit A,Nut,
139.159,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1415,R_Hand,True,Kit A,Nut,
139.367,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1415,R_Hand,True,Kit A,Nut,
139.575,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1423,R_Hand,True,Kit A,Nut,
139.784,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1402,R_Hand,True,Kit A,Nut,
139.993,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1402,R_Hand,True,Kit A,Nut,
140.200,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1319,R_Hand,True,Kit A,Nut,
140.410,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0879,R_Hand,True,Kit A,Nut,
140.617,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0879,R_Hand,True,Kit A,Nut,
140.826,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0879,R_Hand,True,Kit A,Nut,
141.034,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0879,R_Hand,True,Kit A,Nut,
141.242,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0940,R_Hand,True,Kit A,Nut,
141.450,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1016,R_Hand,True,Kit A,Nut,
141.659,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1016,R_Hand,True,Kit A,Nut,
141.867,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1052,L_Hand,True,Kit A,Nut,
142.076,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1052,L_Hand,True,Kit A,Nut,
142.284,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1020,L_Hand,True,Kit A,Nut,
142.492,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0930,L_Hand,True,Kit A,Nut,
142.700,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0862,L_Hand,True,Kit A,Nut,
142.909,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0862,L_Hand,True,Kit A,Nut,
143.117,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0862,L_Hand,True,Kit A,Nut,
143.326,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0949,L_Hand,True,Kit A,Nut,
143.534,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1037,R_Hand,True,Kit A,Nut,
143.742,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0953,R_Hand,True,Kit A,Nut,
143.951,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0953,R_Hand,True,Kit A,Nut,
144.159,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0994,R_Hand,True,Kit A,Nut,
144.367,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1003,R_Hand,True,Kit A,Nut,
144.576,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1003,R_Hand,True,Kit A,Nut,
144.784,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1008,R_Hand,True,Kit A,Nut,
144.992,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1084,R_Hand,True,Kit A,Nut,
145.201,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0983,R_Hand,True,Kit A,Nut,
145.409,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0900,R_Hand,True,Kit A,Nut,
145.617,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0900,R_Hand,True,Kit A,Nut,
145.825,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0900,R_Hand,True,Kit A,Nut,
146.033,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0911,R_Hand,True,Kit A,Nut,
146.242,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0938,R_Hand,True,Kit A,Nut,
146.451,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0978,R_Hand,True,Kit A,Nut,
146.659,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1340,R_Hand,True,Kit A,Nut,
146.867,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1436,R_Hand,True,Kit A,Nut,
147.075,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1337,R_Hand,True,Kit A,Nut,
147.284,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.1337,R_Forearm,True,Kit A,Nut,
147.492,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1337,R_Hand,True,Kit A,Nut,
147.700,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1351,R_Hand,True,Kit A,Nut,
147.909,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1350,R_Hand,True,Kit A,Nut,
148.117,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1348,R_Hand,True,Kit A,Nut,
148.325,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1348,R_Hand,True,Kit A,Nut,
148.533,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.1348,R_Forearm,True,Kit A,Nut,
148.742,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.1161,R_Forearm,True,Kit A,Nut,
148.950,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1037,R_Hand,True,Kit A,Nut,
149.158,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1037,L_Hand,True,Kit A,Nut,
149.367,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1037,L_Hand,True,Kit A,Nut,
149.575,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1044,L_Hand,True,Kit A,Nut,
149.783,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1044,L_Hand,True,Kit A,Nut,
149.991,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1044,L_Hand,True,Kit A,Nut,
150.200,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1077,L_Hand,True,Kit A,Nut,
150.408,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.1088,L_Forearm,True,Kit A,Nut,
150.617,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.1176,L_Forearm,True,Kit A,Nut,
150.825,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.1367,R_Forearm,True,Kit A,Nut,
151.033,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.1464,R_Forearm,True,Kit A,Nut,
151.241,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.2042,R_Forearm,True,Kit A,Nut,
151.450,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.2051,R_Forearm,True,Kit A,Nut,
151.658,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.2388,R_Forearm,True,Kit A,Nut,
151.867,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.2635,R_Forearm,True,Kit A,Nut,
152.075,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.2956,L_Hand,True,Kit A,Nut,
152.284,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.3263,L_Hand,True,Kit A,Nut,
152.492,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.3567,L_Hand,True,Kit A,Nut,
152.700,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.3659,L_Hand,True,Kit A,Nut,
152.909,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.3790,R_Forearm,True,Kit A,Nut,
153.117,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.3676,R_Forearm,True,Kit A,Nut,
153.325,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.3631,R_Forearm,True,Kit A,Nut,
153.533,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.3631,R_Forearm,True,Kit A,Nut,
153.741,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.3652,R_Forearm,True,Kit A,Nut,
153.950,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.3690,R_Forearm,True,Kit A,Nut,
154.158,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.3695,R_Forearm,True,Kit A,Nut,
154.366,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.3694,R_Forearm,True,Kit A,Nut,
154.575,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.3694,R_Forearm,True,Kit A,Nut,
154.783,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.3695,L_Hand,True,Kit A,Nut,
154.991,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.3514,R_Hand,True,Kit A,Nut,
155.200,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.3514,L_Hand,True,Kit A,Nut,
155.409,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.2963,L_Hand,True,Kit A,Nut,
155.617,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.2691,L_Hand,True,Kit A,Nut,
155.825,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.2670,L_Hand,True,Kit A,Nut,
156.033,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.2670,L_Hand,True,Kit A,Nut,
156.242,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.2880,L_Hand,True,Kit A,Nut,
156.451,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.2942,L_Hand,True,Kit A,Nut,
156.658,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.3023,L_Hand,True,Kit A,Nut,
156.867,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.3230,L_Hand,True,Kit A,Nut,
157.075,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,HumanLed,0.0000,0.3230,L_Hand,True,Kit A,Nut,
