t_sec,risk_R,prob_P,impact_I,severity_S,sprot_m,cognitive_C,mode,lambda,min_distance_m,nearest_body_part,human_tracking,kit_name,task_item,condition_label
48.540,0.5000,1.0000,1.0000,0.50,0.8230,0.3440,Safety,0.0000,0.3423,R_Forearm,True,Kit A,Bolt,
48.749,0.5000,1.0000,1.0000,0.50,0.8230,0.3440,Safety,0.0000,0.3431,R_Forearm,True,Kit A,Bolt,
48.956,0.5000,1.0000,1.0000,0.50,0.8230,0.3440,Safety,0.0000,0.3582,R_Forearm,True,Kit A,Bolt,
49.165,0.5000,1.0000,1.0000,0.50,0.8230,0.3440,Safety,0.0000,0.3593,R_Forearm,True,Kit A,Bolt,
49.372,0.5000,1.0000,1.0000,0.50,0.8230,0.3440,Safety,0.0000,0.3621,R_Forearm,True,Kit A,Bolt,
49.581,0.5000,1.0000,1.0000,0.50,0.8230,0.3440,RobotLed,1.0000,0.3665,R_Forearm,True,Kit A,Bolt,
49.788,0.5000,1.0000,1.0000,0.50,0.8230,0.3440,RobotLed,1.0000,0.3208,R_Forearm,True,Kit A,Bolt,
49.998,0.5000,1.0000,1.0000,0.50,0.8230,0.3440,RobotLed,1.0000,0.3174,R_Forearm,True,Kit A,Bolt,
50.206,0.5000,1.0000,1.0000,0.50,0.8230,0.3440,RobotLed,1.0000,0.3174,R_Forearm,True,Kit A,Bolt,
50.415,0.5000,1.0000,1.0000,0.50,0.8230,0.3440,RobotLed,1.0000,0.3202,R_Forearm,True,Kit A,Bolt,
50.623,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.3464,L_Hand,True,Kit A,Bolt,
50.831,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.3724,L_Hand,True,Kit A,Bolt,
51.039,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.3698,L_Hand,True,Kit A,Bolt,
51.247,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.3604,L_Hand,True,Kit A,Bolt,
51.456,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.3604,L_Hand,True,Kit A,Bolt,
51.664,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.3604,L_Hand,True,Kit A,Bolt,
51.873,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.3750,L_Hand,True,Kit A,Bolt,
52.081,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.3760,L_Hand,True,Kit A,Bolt,
52.289,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.3759,L_Hand,True,Kit A,Bolt,
52.498,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.3753,L_Hand,True,Kit A,Bolt,
52.706,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.3736,L_Hand,True,Kit A,Bolt,
52.915,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.3713,L_Hand,True,Kit A,Bolt,
53.123,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.3713,L_Hand,True,Kit A,Bolt,
53.330,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.3608,R_Hand,True,Kit A,Bolt,
53.539,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.3521,R_Hand,True,Kit A,Bolt,
53.747,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.3521,L_Hand,True,Kit A,Bolt,
53.955,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.3521,L_Hand,True,Kit A,Bolt,
54.164,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.3603,L_Hand,True,Kit A,Bolt,
54.372,0.5000,1.0000,1.0000,0.50,0.8230,0.3440,RobotLed,1.0000,0.3435,L_Forearm,True,Kit A,Bolt,
54.580,0.5000,1.0000,1.0000,0.50,0.8230,0.3440,RobotLed,1.0000,0.3072,L_Forearm,True,Kit A,Bolt,
54.788,0.5000,1.0000,1.0000,0.50,0.8230,0.3440,RobotLed,1.0000,0.2597,L_Forearm,True,Kit A,Bolt,
54.997,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.2240,L_Hand,True,Kit A,Bolt,
55.205,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.2172,L_Hand,True,Kit A,Bolt,
55.413,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.2074,L_Hand,True,Kit A,Bolt,
55.622,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1990,L_Hand,True,Kit A,Bolt,
55.830,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1960,L_Hand,True,Kit A,Bolt,
56.038,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1945,L_Hand,True,Kit A,Bolt,
56.247,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1875,L_Hand,True,Kit A,Bolt,
56.455,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1624,L_Hand,True,Kit A,Bolt,
56.663,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1624,L_Hand,True,Kit A,Bolt,
56.871,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1624,L_Hand,True,Kit A,Bolt,
57.080,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1807,L_Hand,True,Kit A,Bolt,
57.288,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1807,L_Hand,True,Kit A,Bolt,
57.496,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1807,L_Hand,True,Kit A,Bolt,
57.705,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1801,L_Hand,True,Kit A,Bolt,
57.914,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1797,L_Hand,True,Kit A,Bolt,
58.121,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1797,L_Hand,True,Kit A,Bolt,
58.330,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1806,L_Hand,True,Kit A,Bolt,
58.539,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1811,L_Hand,True,Kit A,Bolt,
58.747,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1811,L_Hand,True,Kit A,Bolt,
58.955,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1811,L_Hand,True,Kit A,Bolt,
59.164,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1811,L_Hand,True,Kit A,Bolt,
59.372,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1830,L_Hand,True,Kit A,Bolt,
59.580,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1812,L_Hand,True,Kit A,Bolt,
59.788,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1809,L_Hand,True,Kit A,Bolt,
59.997,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1631,L_Hand,True,Kit A,Bolt,
60.205,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1387,L_Hand,True,Kit A,Bolt,
60.413,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1387,L_Hand,True,Kit A,Bolt,
60.621,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1382,L_Hand,True,Kit A,Bolt,
60.830,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1382,L_Hand,True,Kit A,Bolt,
61.038,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1392,L_Hand,True,Kit A,Bolt,
61.247,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1372,L_Hand,True,Kit A,Bolt,
61.455,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1344,L_Hand,True,Kit A,Bolt,
61.664,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1344,L_Hand,True,Kit A,Bolt,
61.872,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1344,L_Hand,True,Kit A,Bolt,
62.080,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1356,L_Hand,True,Kit A,Bolt,
62.289,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1398,L_Hand,True,Kit A,Bolt,
62.498,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1715,L_Hand,True,Kit A,Bolt,
62.705,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1866,L_Hand,True,Kit A,Bolt,
62.914,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1794,L_Hand,True,Kit A,Bolt,
63.122,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1794,L_Hand,True,Kit A,Bolt,
63.330,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1785,L_Hand,True,Kit A,Bolt,
63.538,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1646,L_Hand,True,Kit A,Bolt,
63.748,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1646,L_Hand,True,Kit A,Bolt,
63.955,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1725,L_Hand,True,Kit A,Bolt,
64.163,0.3000,1.0000,1.0000,0.30,0.8230,0.3440,RobotLed,1.0000,0.1725,L_Hand,True,Kit A,Bolt,
64.372,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1704,L_Hand,True,Kit A,Bolt,
64.580,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1704,L_Hand,True,Kit A,Bolt,
64.789,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1492,L_Hand,True,Kit A,Bolt,
64.997,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1486,L_Hand,True,Kit A,Bolt,
65.205,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1486,L_Hand,True,Kit A,Bolt,
65.415,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1574,L_Hand,True,Kit A,Bolt,
65.622,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1550,L_Hand,True,Kit A,Bolt,
65.830,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1532,L_Hand,True,Kit A,Bolt,
66.038,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1532,L_Hand,True,Kit A,Bolt,
66.246,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1532,L_Hand,True,Kit A,Bolt,
66.455,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1538,L_Hand,True,Kit A,Bolt,
66.663,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1897,L_Hand,True,Kit A,Bolt,
66.871,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1944,L_Hand,True,Kit A,Bolt,
67.080,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1985,L_Hand,True,Kit A,Bolt,
67.288,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2012,L_Hand,True,Kit A,Bolt,
67.498,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1977,L_Hand,True,Kit A,Bolt,
67.705,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1977,L_Hand,True,Kit A,Bolt,
67.913,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1897,L_Hand,True,Kit A,Bolt,
68.121,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1897,L_Hand,True,Kit A,Bolt,
68.329,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2111,L_Hand,True,Kit A,Bolt,
68.538,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2141,L_Hand,True,Kit A,Bolt,
68.747,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2125,L_Hand,True,Kit A,Bolt,
68.955,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2125,L_Hand,True,Kit A,Bolt,
69.164,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2125,L_Hand,True,Kit A,Bolt,
69.372,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2131,L_Hand,True,Kit A,Bolt,
69.581,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2161,L_Hand,True,Kit A,Bolt,
69.788,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2192,L_Hand,True,Kit A,Bolt,
69.997,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2205,L_Hand,True,Kit A,Bolt,
70.205,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2196,L_Hand,True,Kit A,Bolt,
70.413,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2056,L_Hand,True,Kit A,Bolt,
70.621,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1678,L_Hand,True,Kit A,Bolt,
70.830,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1507,L_Hand,True,Kit A,Bolt,
71.038,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1506,L_Hand,True,Kit A,Bolt,
71.248,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1506,L_Hand,True,Kit A,Bolt,
71.454,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1520,R_Hand,True,Kit A,Bolt,
71.663,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1527,R_Hand,True,Kit A,Bolt,
71.872,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1467,R_Hand,True,Kit A,Bolt,
72.080,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1436,R_Hand,True,Kit A,Bolt,
72.287,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1436,R_Hand,True,Kit A,Bolt,
72.495,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1278,R_Hand,True,Kit A,Bolt,
72.704,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0994,R_Hand,True,Kit A,Bolt,
72.913,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0994,R_Hand,True,Kit A,Bolt,
73.122,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0994,R_Hand,True,Kit A,Bolt,
73.330,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1201,R_Hand,True,Kit A,Bolt,
73.536,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1201,R_Hand,True,Kit A,Bolt,
73.747,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1277,R_Hand,True,Kit A,Bolt,
73.954,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1278,R_Hand,True,Kit A,Bolt,
74.162,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1350,R_Hand,True,Kit A,Bolt,
74.371,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1350,R_Hand,True,Kit A,Bolt,
74.578,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1402,R_Hand,True,Kit A,Bolt,
74.788,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1566,R_Hand,True,Kit A,Bolt,
74.996,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1618,R_Hand,True,Kit A,Bolt,
75.204,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1618,R_Hand,True,Kit A,Bolt,
75.413,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1658,R_Hand,True,Kit A,Bolt,
75.621,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1727,L_Hand,True,Kit A,Bolt,
75.829,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1843,R_Hand,True,Kit A,Bolt,
76.037,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1421,R_Hand,True,Kit A,Bolt,
76.246,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1094,R_Hand,True,Kit A,Bolt,
76.454,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0834,R_Hand,True,Kit A,Bolt,
76.662,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0561,R_Hand,True,Kit A,Bolt,
76.871,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0541,R_Hand,True,Kit A,Bolt,
77.079,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0528,R_Hand,True,Kit A,Bolt,
77.288,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0528,R_Hand,True,Kit A,Bolt,
77.496,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0528,R_Hand,True,Kit A,Bolt,
77.704,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0660,R_Hand,True,Kit A,Bolt,
77.913,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0660,R_Hand,True,Kit A,Bolt,
78.120,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.0660,L_Hand,True,Kit A,Bolt,
78.329,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.1331,R_Forearm,True,Kit A,Bolt,
78.536,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.1370,R_Forearm,True,Kit A,Bolt,
78.746,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.1712,R_Forearm,True,Kit A,Bolt,
78.954,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.2125,R_Forearm,True,Kit A,Bolt,
79.162,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.2044,R_Forearm,True,Kit A,Bolt,
79.371,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.1276,R_Forearm,True,Kit A,Bolt,
79.580,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.1094,R_Forearm,True,Kit A,Bolt,
79.787,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.1094,R_Forearm,True,Kit A,Bolt,
79.995,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0913,R_Forearm,True,Kit A,Bolt,
80.203,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0817,R_Forearm,True,Kit A,Bolt,
80.413,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0778,R_Forearm,True,Kit A,Bolt,
80.620,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0778,R_Forearm,True,Kit A,Bolt,
80.829,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0705,R_Forearm,True,Kit A,Bolt,
81.037,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0698,R_Forearm,True,Kit A,Bolt,
81.245,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0698,R_Forearm,True,Kit A,Bolt,
81.454,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0729,R_Forearm,True,Kit A,Bolt,
81.662,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0883,R_Forearm,True,Kit A,Bolt,
81.870,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0903,R_Forearm,True,Kit A,Bolt,
82.080,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0906,R_Forearm,True,Kit A,Bolt,
82.287,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0881,R_Forearm,True,Kit A,Bolt,
82.495,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0881,R_Forearm,True,Kit A,Bolt,
82.704,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0854,R_Forearm,True,Kit A,Bolt,
82.912,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0829,R_Forearm,True,Kit A,Bolt,
83.121,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0829,R_Forearm,True,Kit A,Bolt,
83.328,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0839,R_Forearm,True,Kit A,Bolt,
83.538,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0909,R_Forearm,True,Kit A,Bolt,
83.746,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0888,R_Forearm,True,Kit A,Bolt,
83.954,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0838,R_Forearm,True,Kit A,Bolt,
84.162,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0838,R_Forearm,True,Kit A,Bolt,
84.370,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0818,R_Forearm,True,Kit A,Bolt,
84.579,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0765,R_Forearm,True,Kit A,Bolt,
84.787,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0765,R_Forearm,True,Kit A,Bolt,
84.995,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0800,R_Forearm,True,Kit A,Bolt,
85.204,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.0927,R_Forearm,True,Kit A,Bolt,
85.412,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.1022,R_Forearm,True,Kit A,Bolt,
85.621,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.1084,R_Forearm,True,Kit A,Bolt,
85.829,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.1067,R_Forearm,True,Kit A,Bolt,
86.037,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.1066,R_Forearm,True,Kit A,Bolt,
86.246,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.1066,R_Forearm,True,Kit A,Bolt,
86.453,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.1066,R_Forearm,True,Kit A,Bolt,
86.662,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.1265,R_Forearm,True,Kit A,Bolt,
86.878,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.1558,R_Forearm,True,Kit A,Bolt,
87.079,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.1898,R_Forearm,True,Kit A,Bolt,
87.287,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.2270,R_Forearm,True,Kit A,Bolt,
87.495,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.2628,R_Forearm,True,Kit A,Bolt,
87.704,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3127,R_Forearm,True,Kit A,Bolt,
87.912,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.3552,R_Hand,True,Kit A,Bolt,
88.120,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.3843,R_Hand,True,Kit A,Bolt,
88.329,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.4198,R_Hand,True,Kit A,Bolt,
88.537,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3875,R_Forearm,True,Kit A,Bolt,
88.746,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3809,R_Forearm,True,Kit A,Bolt,
88.954,0.7000,1.0000,1.0000,0.70,0.8230,0.2000,RobotLed,1.0000,0.3809,R_UpperArm,True,Kit A,Bolt,
89.162,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3843,R_Forearm,True,Kit A,Bolt,
89.371,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3976,R_Forearm,True,Kit A,Bolt,
89.579,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.4068,R_Forearm,True,Kit A,Bolt,
89.787,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.4083,R_Forearm,True,Kit A,Bolt,
89.995,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.4147,R_Forearm,True,Kit A,Bolt,
90.205,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.4143,R_Forearm,True,Kit A,Bolt,
90.412,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.4103,R_Forearm,True,Kit A,Bolt,
90.620,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.4074,R_Forearm,True,Kit A,Bolt,
